ID	ID.1	baseMean	log2FoldChange	padj	Label	Level
1578	CBFA2T2	500	0.5	0.01335	-	NoDiff
1579	NOTCH1	243.7	0.7	0.01337	-	NoDiff
1580	ZNF445	676.9	0.4	0.01344	-	NoDiff
1581	OPN3	386.4	-0.7	0.01347	-	NoDiff
1582	LGMN	1149.1	-0.4	0.01347	-	NoDiff
1583	ANKRD36	244.2	0.4	0.01347	-	NoDiff
1584	HAPLN3	143.5	-1.3	0.01347	-	groupB UP
1585	TSPAN32	15.7	1.8	0.01352	-	groupA UP
1586	ATG101	532.9	-0.3	0.01352	-	NoDiff
1587	SPATA13	761.8	0.6	0.01356	-	NoDiff
1588	KIAA0355	850.3	-0.4	0.01366	-	NoDiff
1589	CABLES1	1294.6	-0.6	0.01371	-	NoDiff
1590	FRMD5	89.6	1	0.01375	-	groupA UP
1591	TMEM127	2378.4	-0.3	0.01376	-	NoDiff
1592	STARD5	586.3	0.6	0.01377	-	NoDiff
1593	PCNX2	576.1	0.5	0.01385	-	NoDiff
1594	TMEM131L	434	0.5	0.01404	-	NoDiff
1595	AC093752.1	157.2	0.6	0.01404	-	NoDiff
1596	AC005329.1	16.4	-2.6	0.01404	-	groupB UP
1597	LPAR1	7159.8	-0.4	0.01406	-	NoDiff
1598	AC005046.1	52.4	-0.7	0.01407	-	NoDiff
1599	CDC25B	2516.8	0.6	0.01409	-	NoDiff
1600	C12orf4	386	0.5	0.01415	-	NoDiff
1601	NSD2	832.4	0.3	0.01415	-	NoDiff
1602	GNL2	985.6	-0.5	0.0142	-	NoDiff
1603	LRRC49	265.2	0.6	0.01422	-	NoDiff
1604	NACC2	1241.8	-0.3	0.01423	-	NoDiff
1605	PARD6G	77.9	1.3	0.01423	-	groupA UP
1606	SLX1B	70	-1.2	0.01423	-	groupB UP
1607	TMED5	2233.5	-0.3	0.01425	-	NoDiff
1608	LRSAM1	335.8	0.4	0.01425	-	NoDiff
1609	TET2	351.4	0.4	0.01435	-	NoDiff
1610	TLCD2	1216.6	-0.9	0.01435	-	NoDiff
1611	MAMSTR	51.4	1.1	0.01436	-	groupA UP
1612	N4BP2	452.2	-0.4	0.01438	-	NoDiff
1613	GRSF1	1683.4	-0.3	0.01438	-	NoDiff
1614	LZIC	343.2	0.4	0.01443	-	NoDiff
1615	RNF217	815.1	-0.6	0.01457	-	NoDiff
1616	RNF112	39.3	-1.1	0.01459	-	groupB UP
1617	ZNF423	36	1	0.01464	-	groupA UP
1618	ITPRIP	575.3	-0.4	0.01464	-	NoDiff
1619	CISD3	285.2	-0.4	0.01469	-	NoDiff
1620	IPMK	336.2	-0.6	0.01471	-	NoDiff
1621	FRRS1	182	0.7	0.01474	-	NoDiff
1622	ZC3H12C	395.6	-0.5	0.01484	-	NoDiff
1623	ARHGAP28	726.9	1.4	0.01485	-	groupA UP
1624	CCT8	2419.5	-0.3	0.01485	-	NoDiff
1625	SPINT2	105.4	-1.7	0.01485	-	groupB UP
1626	RIOX2	493.5	0.5	0.01485	-	NoDiff
1627	PRR34-AS1	21.4	-1.3	0.01485	-	groupB UP
1628	EZH2	99.3	0.8	0.01487	-	NoDiff
1629	ARHGAP22	350.5	0.6	0.01487	-	NoDiff
1630	TMEM9B	1288.2	-0.4	0.01493	-	NoDiff
1631	ITGA8	472.4	-1	0.01494	-	groupB UP
1632	HPS6	377.3	-0.5	0.01494	-	NoDiff
1633	ECI2	991.9	0.3	0.01497	-	NoDiff
1634	FBLIM1	1735.6	-0.4	0.01499	-	NoDiff
1635	ZFC3H1	2253	-0.4	0.01501	-	NoDiff
1636	TAF5L	319	-0.4	0.01501	-	NoDiff
1637	GRIA1	2853.1	-0.8	0.0151	-	NoDiff
1638	SMIM10	276.6	-0.6	0.01512	-	NoDiff
1639	TP53I13	506.4	-0.6	0.01515	-	NoDiff
1640	BBC3	289	0.7	0.01518	-	NoDiff
1641	ZNF117	442.5	0.6	0.01523	-	NoDiff
1642	AC072022.2	25.4	-1.2	0.01523	-	groupB UP
1643	CCT6B	41.7	-1.1	0.01525	-	groupB UP
1644	MARCH2	435.5	-0.5	0.01526	-	NoDiff
1645	SPRY2	248.9	-0.6	0.01531	-	NoDiff
1646	COASY	859.6	-0.2	0.01533	-	NoDiff
1647	ELK1	639.2	-0.4	0.01541	-	NoDiff
1648	PSMD8	1786.5	-0.3	0.01543	-	NoDiff
1649	GPR63	59.6	-1.4	0.01543	-	groupB UP
1650	XPO7	1703.4	0.3	0.01552	-	NoDiff
1651	GM2A	1461.4	-0.3	0.01554	-	NoDiff
1652	LINC02551	12.2	-1.9	0.01556	-	groupB UP
1653	TRAPPC13	283.4	0.4	0.01564	-	NoDiff
1654	IL17RB	69.8	0.9	0.01567	-	NoDiff
1655	RASEF	54.6	0.7	0.01567	-	NoDiff
1656	EXOSC9	484.7	-0.7	0.01579	-	NoDiff
1657	CIRBP	2818.8	0.3	0.01584	-	NoDiff
1658	CDH24	153.2	0.6	0.01584	-	NoDiff
1659	KLHL25	138.9	-0.6	0.01584	-	NoDiff
1660	TTF2	293.5	0.8	0.01585	-	NoDiff
1661	SNX5	2347.4	-0.4	0.01586	-	NoDiff
1662	ZNF367	42.7	-1.2	0.01586	-	groupB UP
1663	AL356968.2	13.8	-1.9	0.01586	-	groupB UP
1664	RIMKLB	739.5	0.3	0.01589	-	NoDiff
1665	SLC44A2	3973.3	-0.5	0.0159	-	NoDiff
1666	KIF3A	377	0.6	0.0159	-	NoDiff
1667	ARHGEF17	2686.7	-0.3	0.01595	-	NoDiff
1668	LMO4	1509	0.4	0.01595	-	NoDiff
1669	PRICKLE2	744.4	-0.5	0.01595	-	NoDiff
1670	KCNJ12	43.7	-1	0.01595	-	groupB UP
1671	ZNF488	12.5	2.9	0.01595	-	groupA UP
1672	LMLN2	12.7	1.7	0.01596	-	groupA UP
1673	PCNX4	1506.5	0.3	0.01599	-	NoDiff
1674	METRNL	1099.4	0.5	0.016	-	NoDiff
1675	FASTKD5	212.9	-0.5	0.01606	-	NoDiff
1676	SCRG1	32.6	-1.5	0.01613	-	groupB UP
1677	FZD4	1692.4	-0.8	0.01613	-	NoDiff
1678	SHC3	3404	-0.7	0.01619	-	NoDiff
1679	USP30	340.9	0.4	0.01626	-	NoDiff
1680	MAOB	390.1	-1.1	0.01628	-	groupB UP
1681	FAM207A	146.3	-1	0.01628	-	groupB UP
1682	MMP10	7.8	3	0.01637	-	groupA UP
1683	ARF1	5735.7	-0.3	0.0165	-	NoDiff
1684	VAMP2	901.5	-0.4	0.01651	-	NoDiff
1685	NT5E	4246.8	0.8	0.01654	-	NoDiff
1686	ZNF385A	488.5	0.8	0.0166	-	NoDiff
1687	MYL6B	876.6	0.3	0.01661	-	NoDiff
1688	CFL1P1	17.9	1.3	0.01661	-	groupA UP
1689	CAPN1	3446.9	-0.2	0.01662	-	NoDiff
1690	PISD	524.1	-0.4	0.01667	-	NoDiff
1691	IRAK2	47.2	1	0.01672	-	groupA UP
1692	TAOK3	1353.5	-0.3	0.01675	-	NoDiff
1693	SACS	3261.7	0.7	0.01675	-	NoDiff
1694	RIOK2	379.9	0.5	0.01676	-	NoDiff
1695	JUN	3122	1	0.01679	-	groupA UP
1696	PGAP1	365.6	0.4	0.01681	-	NoDiff
1697	AC013553.3	10.8	1.8	0.01683	-	groupA UP
1698	HSD17B14	245.9	0.5	0.01689	-	NoDiff
1699	ZC4H2	186.4	0.5	0.01689	-	NoDiff
1700	SLC18B1	167.9	0.6	0.01691	-	NoDiff
1701	MUC1	442.1	-0.8	0.01702	-	NoDiff
1702	CLUH	893.9	-0.5	0.01713	-	NoDiff
1703	ME1	674.7	0.6	0.01714	-	NoDiff
1704	PSKH1	1099.1	-0.3	0.01714	-	NoDiff
1705	CRYZL1	353.7	0.3	0.01714	-	NoDiff
1706	TRAM2	9975.5	-0.2	0.01718	-	NoDiff
1707	ARL1	2236.1	0.3	0.01725	-	NoDiff
1708	ZNF667	209.4	0.6	0.01725	-	NoDiff
1709	GSN	13562.9	-0.4	0.01741	-	NoDiff
1710	AL365203.2	87.6	-0.8	0.01742	-	NoDiff
1711	ESR1	34.9	1.3	0.01743	-	groupA UP
1712	CST3	4008.9	-0.3	0.01752	-	NoDiff
1713	HDAC5	2725	-0.4	0.01752	-	NoDiff
1714	KBTBD7	159.5	0.4	0.01753	-	NoDiff
1715	ARNTL	276	-0.6	0.01753	-	NoDiff
1716	CREB1	772.9	0.6	0.01757	-	NoDiff
1717	PDLIM4	315.6	0.5	0.01757	-	NoDiff
1718	GPR78	19.9	1.6	0.01758	-	groupA UP
1719	SLFNL1-AS1	18.9	-1.3	0.01758	-	groupB UP
1720	ZNF827	563.8	0.5	0.01781	-	NoDiff
1721	SLC8A1	1026.2	0.7	0.01781	-	NoDiff
1722	AKR1C3	1639.1	0.7	0.01783	-	NoDiff
1723	NPR3	4555.3	-1	0.01795	-	groupB UP
1724	AC019205.1	82.2	0.6	0.01806	-	NoDiff
1725	MAGI1	637	-0.6	0.0181	-	NoDiff
1726	NUP50-DT	117.4	-0.7	0.01821	-	NoDiff
1727	MDH1B	23.2	1.2	0.01829	-	groupA UP
1728	SCAI	642.6	0.6	0.01829	-	NoDiff
1729	LINC00957	49.3	-0.9	0.01829	-	NoDiff
1730	FAM168A	1779.5	0.3	0.01836	-	NoDiff
1731	AC024896.1	163.3	-0.9	0.01837	-	NoDiff
1732	PCMT1	1014.7	-0.3	0.01854	-	NoDiff
1733	NREP	811	0.5	0.01854	-	NoDiff
1734	ZGRF1	66.2	0.8	0.01854	-	NoDiff
1735	ACAD11	1065.4	0.5	0.01863	-	NoDiff
1736	SELENOF	3194.2	-0.3	0.01864	-	NoDiff
1737	MBOAT2	784.2	0.4	0.01882	-	NoDiff
1738	KCNS3	81	-0.9	0.01882	-	NoDiff
1739	COPZ1	2047.4	0.2	0.01884	-	NoDiff
1740	TFEB	82.9	0.9	0.01894	-	NoDiff
1741	TRIM69	597.8	0.6	0.01906	-	NoDiff
1742	VCPIP1	711.7	-0.2	0.01916	-	NoDiff
1743	SMTN	1457.6	0.7	0.01916	-	NoDiff
1744	ZNF318	754.2	0.4	0.01918	-	NoDiff
1745	MTMR12	790.3	-0.5	0.01932	-	NoDiff
1746	SGK2	12	1.7	0.01941	-	groupA UP
1747	EPSTI1	213	-0.6	0.0195	-	NoDiff
1748	VPS13D	3394.4	-0.9	0.01957	-	NoDiff
1749	TIMP3	51345.2	0.6	0.01957	-	NoDiff
1750	METTL9	1802.2	0.2	0.01957	-	NoDiff
1751	MYO16	9.8	-1.7	0.0196	-	groupB UP
1752	FAM187A	41.2	1.1	0.0196	-	groupA UP
1753	MLH1	541	0.4	0.01961	-	NoDiff
1754	CRYBG1	336	-0.6	0.01961	-	NoDiff
1755	STXBP4	520.9	-0.8	0.01966	-	NoDiff
1756	KDSR	2568.1	-0.5	0.01969	-	NoDiff
1757	ZNF43	187.2	0.5	0.0197	-	NoDiff
1758	CROCCP3	130.4	0.8	0.01993	-	NoDiff
1759	AC013644.1	12.4	-2.2	0.01997	-	groupB UP
1760	MTHFSD	285.4	0.5	0.02006	-	NoDiff
1761	ATP5MD	627.1	-0.3	0.02006	-	NoDiff
1762	LEPROT	4406.5	-0.3	0.02006	-	NoDiff
1763	MB21D2	112.2	-0.5	0.02012	-	NoDiff
1764	C4orf33	84.8	0.6	0.02013	-	NoDiff
1765	DHRS3	3672.9	-1.1	0.02022	-	groupB UP
1766	FBF1	170.9	0.5	0.02026	-	NoDiff
1767	IMPAD1	2613.4	-0.3	0.0203	-	NoDiff
1768	BTBD19	277	0.6	0.02033	-	NoDiff
1769	KIF18A	32.6	1.3	0.0204	-	groupA UP
1770	NCS1	1077.7	0.4	0.02042	-	NoDiff
1771	ZSCAN16-AS1	80.2	-0.6	0.02047	-	NoDiff
1772	IL6R	744.5	-0.5	0.02055	-	NoDiff
1773	SMG9	587.4	0.3	0.02063	-	NoDiff
1774	PKD2	3827.7	-0.8	0.02063	-	NoDiff
1775	USP12	848.5	-0.5	0.02063	-	NoDiff
1776	DPP3	738.7	-0.4	0.02063	-	NoDiff
1777	ADHFE1	273.3	-1.1	0.02085	-	groupB UP
1778	SERPINB1	612.9	-0.4	0.02089	-	NoDiff
1779	CLCN3	1749.6	0.4	0.02105	-	NoDiff
1780	MED28	1369.1	-0.4	0.02105	-	NoDiff
1781	ETFA	1271.7	-0.3	0.02105	-	NoDiff
1782	ARAP1	2814.5	0.3	0.02105	-	NoDiff
1783	CALCOCO1	6114.9	-0.4	0.02106	-	NoDiff
1784	DSTYK	1640	0.4	0.02106	-	NoDiff
1785	ACOT9	904.8	-0.3	0.02108	-	NoDiff
1786	MEF2C	131.8	0.6	0.02115	-	NoDiff
1787	SLC38A5	438.8	0.8	0.0212	-	NoDiff
1788	DYRK1B	416.6	0.4	0.02122	-	NoDiff
1789	SGMS1-AS1	143.9	1.1	0.02125	-	groupA UP
1790	MAMDC2	772.8	-2.2	0.02136	-	groupB UP
1791	GALNT12	417.3	1.1	0.02145	-	groupA UP
1792	BMERB1	1389.3	-0.5	0.02145	-	NoDiff
1793	ADH6	24.9	-1.1	0.02145	-	groupB UP
1794	AARS2	367.7	0.7	0.02147	-	NoDiff
1795	ZBTB46	206.3	0.7	0.02164	-	NoDiff
1796	PYCR1	358.5	0.6	0.02164	-	NoDiff
1797	DEPDC7	88	0.6	0.02172	-	NoDiff
1798	ZFAND2B	344.3	0.4	0.02196	-	NoDiff
1799	PRKAR2B	299.5	-0.6	0.02202	-	NoDiff
1800	TTYH3	2189.2	0.6	0.02202	-	NoDiff
1801	TMEM128	366.3	-0.3	0.02206	-	NoDiff
1802	RILP	153.9	-0.5	0.02211	-	NoDiff
1803	ALPK1	550.8	0.4	0.02213	-	NoDiff
1804	FUNDC2	822.5	-0.3	0.02213	-	NoDiff
1805	EFCAB14	3377.3	-0.3	0.02224	-	NoDiff
1806	MCM4	525.2	0.5	0.02228	-	NoDiff
1807	MX1	228	0.7	0.02231	-	NoDiff
1808	TPP1	5969.1	0.2	0.02237	-	NoDiff
1809	NRAS	769	-0.3	0.0224	-	NoDiff
1810	SLC31A1	1066.2	-0.4	0.02241	-	NoDiff
1811	TBC1D16	2869.3	-0.5	0.0225	-	NoDiff
1812	VPS18	884.1	-0.4	0.02261	-	NoDiff
1813	RBPMS-AS1	50.1	-1.1	0.02262	-	groupB UP
1814	PDHB	854.3	-0.3	0.02263	-	NoDiff
1815	CREB3L2	3003.9	-0.5	0.0227	-	NoDiff
1816	SCP2	3031.8	0.2	0.02276	-	NoDiff
1817	FAM117A	167.5	0.5	0.02276	-	NoDiff
1818	SLC35E2B	2420.5	0.4	0.02304	-	NoDiff
1819	COL24A1	74.5	1	0.0231	-	groupA UP
1820	S100A3	59.9	0.7	0.02313	-	NoDiff
1821	CERS1	18.6	1.6	0.02313	-	groupA UP
1822	JARID2	299.2	-0.4	0.02323	-	NoDiff
1823	CHRDL1	194	-1.1	0.02323	-	groupB UP
1824	OGFRL1	909.3	-0.5	0.02323	-	NoDiff
1825	ACVR1C	21	1.4	0.02323	-	groupA UP
1826	LLGL1	1206.6	0.4	0.02323	-	NoDiff
1827	GPSM1	1892	0.4	0.02323	-	NoDiff
1828	SLC35E2A	1034.2	0.6	0.02323	-	NoDiff
1829	ATXN1L	1151.3	-0.3	0.02323	-	NoDiff
1830	MTMR9LP	327.3	0.6	0.02328	-	NoDiff
1831	ARF5	1666.8	-0.3	0.02332	-	NoDiff
1832	SNX2	1646.8	0.3	0.02335	-	NoDiff
1833	DGKZ	1042.4	0.3	0.02336	-	NoDiff
1834	MAGED2	3061.2	0.3	0.02338	-	NoDiff
1835	HEBP1	1450.3	-0.4	0.02354	-	NoDiff
1836	GAN	196.5	-0.5	0.02357	-	NoDiff
1837	MAP1S	628.6	-0.4	0.02359	-	NoDiff
1838	SPTLC3	190.7	0.8	0.02359	-	NoDiff
1839	PEX3	319.6	0.6	0.02362	-	NoDiff
1840	THNSL1	67.4	0.7	0.02364	-	NoDiff
1841	LARP1B	243.1	-0.4	0.02371	-	NoDiff
1842	PCSK5	389.4	0.4	0.02373	-	NoDiff
1843	PPP1CA	1176	-0.3	0.02373	-	NoDiff
1844	LITAF	5437.5	0.3	0.02373	-	NoDiff
1845	CHD9	1672.6	-0.4	0.02374	-	NoDiff
1846	ENG	3316.6	0.3	0.02379	-	NoDiff
1847	KCND3	123.3	-1.5	0.02392	-	groupB UP
1848	ZDHHC18	472.8	-0.3	0.024	-	NoDiff
1849	PSME3	1696.6	-0.3	0.0241	-	NoDiff
1850	GAB3	63	-0.7	0.0241	-	NoDiff
1851	DNAJC21	1423.6	-0.4	0.0241	-	NoDiff
1852	IQCJ-SCHIP1	114.6	-0.9	0.0241	-	NoDiff
1853	FBN2	16089.8	-2	0.02411	-	groupB UP
1854	TUBA3FP	10.6	1.7	0.02413	-	groupA UP
1855	PTPN13	2387.7	0.4	0.02419	-	NoDiff
1856	ZNF774	40.7	1.3	0.02436	-	groupA UP
1857	TUBA1B	7478	0.7	0.0244	-	NoDiff
1858	PAFAH1B2	1592.5	-0.4	0.0244	-	NoDiff
1859	SYNGR3	38.6	-1.2	0.02442	-	groupB UP
1860	THOC2	1930.6	-0.6	0.02447	-	NoDiff
1861	MCCC1	559.8	-0.5	0.02466	-	NoDiff
1862	GPX4	5812.5	0.3	0.02478	-	NoDiff
1863	MOCS2	948.6	0.4	0.02483	-	NoDiff
1864	COL5A3	330.9	-0.9	0.02486	-	NoDiff
1865	ITPKB	1235.3	0.8	0.02486	-	NoDiff
1866	TAF1A	93.2	0.6	0.02488	-	NoDiff
1867	NXPH3	286.7	-1.3	0.02488	-	groupB UP
1868	NFX1	1114.2	0.3	0.02511	-	NoDiff
1869	PSMC5	1682.5	-0.4	0.02511	-	NoDiff
1870	LRRC59	2018	-0.5	0.02511	-	NoDiff
1871	EPHA4	295.5	-1.3	0.02511	-	groupB UP
1872	ACTG1	57949.5	-0.5	0.02511	-	NoDiff
1873	RASSF7	42.5	-1.2	0.02516	-	groupB UP
1874	ZNF286B	75.1	1.3	0.02534	-	groupA UP
1875	DIS3	1104.4	-0.3	0.02544	-	NoDiff
1876	LMO7DN	12.8	1.6	0.02544	-	groupA UP
1877	LCLAT1	888.9	-0.8	0.02549	-	NoDiff
1878	PAK3	86	1.4	0.02552	-	groupA UP
1879	DNAJB14	1135	-0.4	0.02569	-	NoDiff
1880	PTBP2	276.3	0.4	0.02584	-	NoDiff
1881	HABP4	1307	-0.6	0.02599	-	NoDiff
1882	C16orf95	44.8	-0.9	0.02608	-	NoDiff
1883	NAPG	468.5	-0.3	0.02613	-	NoDiff
1884	IER3	183.9	1.1	0.02613	-	groupA UP
1885	ABHD3	87.8	-0.8	0.02621	-	NoDiff
1886	SMG5	2463.7	-0.3	0.02626	-	NoDiff
1887	ADAMTSL4	3570.2	-0.9	0.02632	-	NoDiff
1888	C11orf96	52.5	-1.1	0.02632	-	groupB UP
1889	ZNF343	352.2	-0.4	0.0265	-	NoDiff
1890	C12orf65	324.2	0.3	0.02651	-	NoDiff
1891	TMEM44	274.9	0.4	0.02651	-	NoDiff
1892	HDAC2	1290.2	0.3	0.02652	-	NoDiff
1893	ADH5	8173	-0.3	0.02652	-	NoDiff
1894	TCF3	1204.7	0.4	0.02654	-	NoDiff
1895	AC025423.2	158.8	0.7	0.02655	-	NoDiff
1896	GNPNAT1	806	-0.3	0.02662	-	NoDiff
1897	CDKN2A	779.8	0.3	0.02665	-	NoDiff
1898	IFNGR1	1443.8	-0.4	0.02669	-	NoDiff
1899	ABHD17B	193.4	-0.4	0.02674	-	NoDiff
1900	ARCN1	4335.5	-0.2	0.02677	-	NoDiff
1901	C14orf93	154.2	0.5	0.02688	-	NoDiff
1902	FMNL2	1625	-0.5	0.02688	-	NoDiff
1903	VASP	921.2	-0.4	0.02692	-	NoDiff
1904	DKK2	12.1	1.6	0.02713	-	groupA UP
1905	SLC51B	31.5	1.6	0.02715	-	groupA UP
1906	TMEM120A	429.9	-0.4	0.02718	-	NoDiff
1907	ARMCX3	2920.8	0.3	0.02719	-	NoDiff
1908	APMAP	2547.8	-0.2	0.02721	-	NoDiff
1909	NFKBIB	427.1	-0.3	0.02721	-	NoDiff
1910	PTBP1	3564.4	-0.3	0.02734	-	NoDiff
1911	KIAA1324	40.2	1.3	0.02744	-	groupA UP
1912	PDLIM7	3558.4	-0.6	0.02745	-	NoDiff
1913	EPM2AIP1	701.6	0.4	0.02748	-	NoDiff
1914	AC060766.7	86.1	-0.9	0.02748	-	NoDiff
1915	ARHGEF12	6095.5	-0.3	0.02755	-	NoDiff
1916	SLC35D2	558.5	-0.3	0.02759	-	NoDiff
1917	ABCC5	1124.8	-0.4	0.02767	-	NoDiff
1918	LZTFL1	464.2	0.4	0.0277	-	NoDiff
1919	SNX9	4589.5	0.4	0.02781	-	NoDiff
1920	ERV3-1	217	0.5	0.02781	-	NoDiff
1921	MMGT1	745.4	-0.4	0.02785	-	NoDiff
1922	TFDP1	1737	-0.3	0.02792	-	NoDiff
1923	PBX2	1262.8	0.3	0.02796	-	NoDiff
1924	PCMTD1	1800.7	0.4	0.02812	-	NoDiff
1925	ARL13B	202	-0.4	0.02826	-	NoDiff
1926	CCNL2	4085.7	-0.3	0.02826	-	NoDiff
1927	SNRK-AS1	24.9	-1.3	0.02827	-	groupB UP
1928	NDFIP1	2940.6	-0.4	0.02831	-	NoDiff
1929	ZNF512	556.8	0.4	0.02831	-	NoDiff
1930	ABHD12	1244.5	-0.3	0.02835	-	NoDiff
1931	LINC00346	102.3	0.8	0.02835	-	NoDiff
1932	AC241952.1	1119.2	-0.7	0.02835	-	NoDiff
1933	TMLHE	241.4	0.4	0.02836	-	NoDiff
1934	TMEM43	3748.4	-0.3	0.02846	-	NoDiff
1935	LINC02449	50.2	0.9	0.02853	-	NoDiff
1936	SAMD13	16.3	1.4	0.02863	-	groupA UP
1937	NINL	430.5	0.5	0.02869	-	NoDiff
1938	KCNJ8	217.2	-0.7	0.02869	-	NoDiff
1939	GTF3C1	2354.2	0.3	0.02872	-	NoDiff
1940	SRSF8	575.2	-0.5	0.02872	-	NoDiff
1941	NXPH4	19.7	1.2	0.02874	-	groupA UP
1942	CBSL	603	-1.2	0.02874	-	groupB UP
1943	GARS	2885.7	0.2	0.02875	-	NoDiff
1944	ZNF697	217.6	0.6	0.02875	-	NoDiff
1945	NT5C2	2038.3	-0.5	0.02895	-	NoDiff
1946	FABP4	8.9	-3.2	0.02899	-	groupB UP
1947	DENND3	541.6	-0.4	0.02909	-	NoDiff
1948	BDH2	1233.4	0.3	0.02924	-	NoDiff
1949	RETREG3	1063.4	-0.3	0.02932	-	NoDiff
1950	SEC61A1	10553.8	0.2	0.02941	-	NoDiff
1951	GMCL1	318.1	-0.4	0.0295	-	NoDiff
1952	CHRM2	2955.6	0.7	0.02954	-	NoDiff
1953	SPON2	8561.8	0.9	0.0296	-	NoDiff
1954	CAMK2N1	6231	-0.7	0.02961	-	NoDiff
1955	BLOC1S5	272.6	0.5	0.02961	-	NoDiff
1956	AC106782.1	41.4	1	0.02961	-	groupA UP
1957	ARPC3	2420.5	-0.3	0.02969	-	NoDiff
1958	TBX3	1760.4	0.4	0.02975	-	NoDiff
1959	KDM6B	666.9	0.6	0.02983	-	NoDiff
1960	SESN1	723.9	0.2	0.02986	-	NoDiff
1961	AL049629.2	25	-1.2	0.02991	-	groupB UP
1962	ACTG2	1156	-1.9	0.03025	-	groupB UP
1963	TADA3	1807.1	-0.2	0.03025	-	NoDiff
1964	AL133215.2	9.7	1.8	0.03025	-	groupA UP
1965	MTERF2	325.9	-0.6	0.03029	-	NoDiff
1966	BASP1-AS1	35.8	0.8	0.03041	-	NoDiff
1967	GCNT2	38.3	-1.1	0.03042	-	groupB UP
1968	EIF4G1	7846.9	-0.3	0.03049	-	NoDiff
1969	LUM	13630.9	0.8	0.0305	-	NoDiff
1970	GMDS	326.7	0.5	0.0306	-	NoDiff
1971	CEP57L1	214.9	0.5	0.03073	-	NoDiff
1972	PTDSS1	2269.5	0.4	0.03075	-	NoDiff
1973	TNFSF10	244.5	0.9	0.03081	-	NoDiff
1974	TRAPPC10	828.4	-0.4	0.03081	-	NoDiff
1975	INTS7	314.7	0.5	0.03082	-	NoDiff
1976	ATF7IP	1046.4	0.4	0.03082	-	NoDiff
1977	SCNN1D	115.5	0.8	0.03098	-	NoDiff
1978	BHLHB9	169.7	0.5	0.031	-	NoDiff
1979	HMGA1	3206.7	0.4	0.03101	-	NoDiff
1980	MAPRE1	1789.3	-0.2	0.03109	-	NoDiff
1981	CDK6	1431.1	0.6	0.03114	-	NoDiff
1982	MMP11	273.1	0.5	0.03127	-	NoDiff
1983	DHX16	788.9	-0.3	0.03127	-	NoDiff
1984	RNF8	375.1	-0.3	0.03136	-	NoDiff
1985	PTK2B	393.2	-1.1	0.03143	-	groupB UP
1986	EXOC6B	1487	0.3	0.03143	-	NoDiff
1987	FLNB	2055.1	-0.4	0.03149	-	NoDiff
1988	METTL5	383.3	-0.4	0.03149	-	NoDiff
1989	TUT4	839.1	0.2	0.03151	-	NoDiff
1990	SYVN1	1025.7	-0.3	0.03151	-	NoDiff
1991	SLC2A10	2116.8	-0.4	0.03151	-	NoDiff
1992	CMC1	195.8	-0.4	0.03153	-	NoDiff
1993	MALSU1	311.2	-0.3	0.03154	-	NoDiff
1994	SMIM13	278.1	-0.5	0.03154	-	NoDiff
1995	LINC00294	333.5	-0.4	0.03154	-	NoDiff
1996	ABCB4	33.2	1.3	0.03158	-	groupA UP
1997	TRAF4	292	0.6	0.03159	-	NoDiff
1998	AC008440.2	39.4	-1.7	0.03169	-	groupB UP
1999	DLL4	68	-3.7	0.03188	-	groupB UP
2000	DACT3	313.4	0.4	0.03198	-	NoDiff
2001	MAP4K3-DT	273.9	-0.5	0.03217	-	NoDiff
2002	AC104564.2	8.9	-1.8	0.03217	-	groupB UP
2003	FGFR4	306	0.7	0.03224	-	NoDiff
2004	ZNF275	603.2	-0.3	0.03225	-	NoDiff
2005	PDS5A	2498.1	-0.2	0.03225	-	NoDiff
2006	TRIM38	1425.1	-0.3	0.03231	-	NoDiff
2007	P2RY11	90.9	-0.8	0.03252	-	NoDiff
2008	SH3GL3	11.3	2.4	0.03259	-	groupA UP
2009	POM121	1039.3	-0.2	0.03259	-	NoDiff
2010	PLOD3	1751.8	-0.3	0.03304	-	NoDiff
2011	FAM222B	346.9	-0.4	0.03308	-	NoDiff
2012	SLC19A3	60.9	-1.2	0.0331	-	groupB UP
2013	TMEM181	1600	-0.2	0.0332	-	NoDiff
2014	SNRK	445.7	-0.4	0.03336	-	NoDiff
2015	FAM157A	47.2	1.3	0.03336	-	groupA UP
2016	HERC6	186.8	0.7	0.0334	-	NoDiff
2017	EZH1	1329.8	-0.4	0.03345	-	NoDiff
2018	PSD3	2004.7	0.5	0.03345	-	NoDiff
2019	DDA1	619	-0.3	0.03361	-	NoDiff
2020	FBXO22	689	0.6	0.03361	-	NoDiff
2021	BLOC1S2	503.9	0.4	0.03372	-	NoDiff
2022	RNF135	387.7	-0.3	0.0338	-	NoDiff
2023	DOK5	324.9	0.9	0.03381	-	NoDiff
2024	LRRC20	211.2	0.3	0.03391	-	NoDiff
2025	FAM174A	153.1	-0.5	0.03391	-	NoDiff
2026	PGM3	1296.7	0.4	0.034	-	NoDiff
2027	FDXR	583.3	0.9	0.034	-	NoDiff
2028	THEM4	244.5	0.4	0.03402	-	NoDiff
2029	RELA	1381.1	-0.2	0.03416	-	NoDiff
2030	AC092718.3	45.2	0.8	0.03424	-	NoDiff
2031	MEIS2	723.7	0.8	0.03428	-	NoDiff
2032	MIR29B2CHG	257.3	-0.5	0.03428	-	NoDiff
